0.4,0.999,8.0E-4,1242400.0
0.4,0.999,9.0E-4,1218800.0
0.4,0.999,0.001,1197800.0
0.45,0.999,1.0E-4,1681600.0
0.45,0.999,2.0E-4,1543000.0
0.45,0.999,3.0E-4,1462000.0
0.45,0.999,4.0E-4,1404600.0
0.45,0.999,5.0E-4,1359800.0
0.45,0.999,6.0E-4,1323400.0
0.45,0.999,7.0E-4,1292600.0
0.45,0.999,8.0E-4,1266000.0
0.45,0.999,9.0E-4,1242400.0
0.45,0.999,0.001,1221400.0
0.5,0.999,1.0E-4,1702600.0
0.5,0.999,2.0E-4,1564200.0
0.5,0.999,3.0E-4,1483000.0
0.5,0.999,4.0E-4,1425600.0
0.5,0.999,5.0E-4,1381000.0
0.5,0.999,6.0E-4,1344600.0
0.5,0.999,7.0E-4,1313600.0
0.5,0.999,8.0E-4,1287000.0
0.5,0.999,9.0E-4,1263400.0
0.5,0.999,0.001,1242400.0
0.55,0.999,1.0E-4,1721800.0
0.55,0.999,2.0E-4,1583200.0
0.55,0.999,3.0E-4,1502200.0
0.55,0.999,4.0E-4,1444600.0
0.55,0.999,5.0E-4,1400000.0
0.55,0.999,6.0E-4,1363600.0
0.55,0.999,7.0E-4,1332800.0
0.55,0.999,8.0E-4,1306000.0
0.55,0.999,9.0E-4,1282600.0
0.55,0.999,0.001,1261400.0
0.6,0.999,1.0E-4,1739200.0
0.6,0.999,2.0E-4,1600600.0
0.6,0.999,3.0E-4,1519600.0
0.6,0.999,4.0E-4,1462000.0
0.6,0.999,5.0E-4,1417400.0
0.6,0.999,6.0E-4,1381000.0
0.6,0.999,7.0E-4,1350200.0
0.6,0.999,8.0E-4,1323400.0
0.6,0.999,9.0E-4,1300000.0
0.6,0.999,0.001,1278800.0
0.65,0.999,1.0E-4,1755200.0
0.65,0.999,2.0E-4,1616600.0
0.65,0.999,3.0E-4,1535600.0
0.65,0.999,4.0E-4,1478000.0
0.65,0.999,5.0E-4,1433400.0
0.65,0.999,6.0E-4,1397000.0
0.65,0.999,7.0E-4,1366200.0
0.65,0.999,8.0E-4,1339400.0
0.65,0.999,9.0E-4,1316000.0
0.65,0.999,0.001,1294800.0
0.7,0.999,1.0E-4,1770000.0
0.7,0.999,2.0E-4,1631400.0
0.7,0.999,3.0E-4,1550400.0
0.7,0.999,4.0E-4,1492800.0
0.7,0.999,5.0E-4,1448200.0
0.7,0.999,6.0E-4,1411800.0
0.7,0.999,7.0E-4,1381000.0
0.7,0.999,8.0E-4,1354200.0
0.7,0.999,9.0E-4,1330800.0
0.7,0.999,0.001,1309600.0
0.75,0.999,1.0E-4,1783800.0
0.75,0.999,2.0E-4,1645200.0
0.75,0.999,3.0E-4,1564200.0
0.75,0.999,4.0E-4,1506600.0
0.75,0.999,5.0E-4,1462000.0
0.75,0.999,6.0E-4,1425600.0
0.75,0.999,7.0E-4,1394800.0
0.75,0.999,8.0E-4,1368000.0
0.75,0.999,9.0E-4,1344600.0
0.75,0.999,0.001,1323400.0
0.8,0.999,1.0E-4,1796600.0
0.8,0.999,2.0E-4,1658000.0
0.8,0.999,3.0E-4,1577000.0
0.8,0.999,4.0E-4,1519600.0
0.8,0.999,5.0E-4,1475000.0
0.8,0.999,6.0E-4,1438400.0
0.8,0.999,7.0E-4,1407600.0
0.8,0.999,8.0E-4,1381000.0
0.8,0.999,9.0E-4,1357400.0
0.8,0.999,0.001,1336400.0
0.85,0.999,1.0E-4,1808800.0
0.85,0.999,2.0E-4,1670200.0
0.85,0.999,3.0E-4,1589200.0
0.85,0.999,4.0E-4,1531600.0
0.85,0.999,5.0E-4,1487000.0
0.85,0.999,6.0E-4,1450600.0
0.85,0.999,7.0E-4,1419800.0
0.85,0.999,8.0E-4,1393000.0
0.85,0.999,9.0E-4,1369600.0
0.85,0.999,0.001,1348400.0
0.9,0.999,1.0E-4,1820200.0
0.9,0.999,2.0E-4,1681600.0
0.9,0.999,3.0E-4,1600600.0
0.9,0.999,4.0E-4,1543000.0
0.9,0.999,5.0E-4,1498400.0
0.9,0.999,6.0E-4,1462000.0
0.9,0.999,7.0E-4,1431200.0
0.9,0.999,8.0E-4,1404600.0
0.9,0.999,9.0E-4,1381000.0
0.9,0.999,0.001,1359800.0
0.95,0.999,1.0E-4,1831000.0
0.95,0.999,2.0E-4,1692400.0
0.95,0.999,3.0E-4,1611400.0
0.95,0.999,4.0E-4,1553800.0
0.95,0.999,5.0E-4,1509200.0
0.95,0.999,6.0E-4,1472800.0
0.95,0.999,7.0E-4,1442000.0
0.95,0.999,8.0E-4,1415400.0
0.95,0.999,9.0E-4,1391800.0
0.95,0.999,0.001,1370800.0
1.0,0.999,1.0E-4,1841200.0
1.0,0.999,2.0E-4,1702600.0
1.0,0.999,3.0E-4,1621600.0
1.0,0.999,4.0E-4,1564200.0
1.0,0.999,5.0E-4,1519600.0
1.0,0.999,6.0E-4,1483000.0
1.0,0.999,7.0E-4,1452200.0
1.0,0.999,8.0E-4,1425600.0
1.0,0.999,9.0E-4,1402000.0
1.0,0.999,0.001,1381000.0
